name,startTime,endTime,attention,thoughts,about,cb,seaName,sample_num,x,t,time
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_2,5,0.70234375,0.8273944696521758,2022-02-01T18:45:34.131Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_2,6,0.82578125,0.7012704485988617,2022-02-01T18:45:36.223Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_2,7,0.95546875,0.34960071602821363,2022-02-01T18:45:38.619Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_3,0,0.07578125,0.2572405742702987,2022-02-01T18:46:03.109Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_3,1,0.20078125,0.3033112059965661,2022-02-01T18:46:04.510Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_3,2,0.33046875,0.3699827501989793,2022-02-01T18:46:06.020Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_3,3,0.44921875,0.4440552670732121,2022-02-01T18:46:07.651Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_3,4,0.58046875,0.538166621576807,2022-02-01T18:46:09.253Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_3,5,0.70234375,0.6357369081349921,2022-02-01T18:46:11.212Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_3,6,0.83203125,0.7492953466172736,2022-02-01T18:46:14.305Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_3,7,0.95390625,0.8644412278309644,2022-02-01T18:46:16.787Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_4,0,0.08046875,0.8467642472260866,2022-02-01T18:46:27.402Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_4,1,0.20390625,0.9917282133189176,2022-02-01T18:46:29.456Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_4,2,0.32734375,0.9812457429860513,2022-02-01T18:46:31.215Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_4,3,0.45546875,0.8899860606352297,2022-02-01T18:46:32.831Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_4,4,0.58203125,0.7564903068309516,2022-02-01T18:46:34.591Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_4,5,0.70703125,0.6070146819473003,2022-02-01T18:46:36.161Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_4,6,0.83046875,0.46388194565746654,2022-02-01T18:46:38.015Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_4,7,0.95078125,0.35515662069685366,2022-02-01T18:46:39.665Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,flat,0,0.07890625,0.5,2022-02-01T18:49:06.493Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,flat,1,0.20390625,0.5,2022-02-01T18:49:17.681Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,flat,2,0.32734375,0.5,2022-02-01T18:49:18.947Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,flat,3,0.46484375,0.5,2022-02-01T18:49:20.337Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,flat,4,0.57578125,0.5,2022-02-01T18:49:21.526Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,flat,5,0.70546875,0.5,2022-02-01T18:49:22.792Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,flat,6,0.82890625,0.5,2022-02-01T18:49:24.322Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,flat,7,0.96015625,0.5,2022-02-01T18:49:25.850Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_1,0,0.5125,0.08333,2022-02-01T18:44:18.208Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_1,1,0.2046875,0.08333,2022-02-01T18:44:22.552Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_1,2,0.8296875,0.39106967298175915,2022-02-01T18:44:26.538Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_1,3,0.9515625,0.08353176587144352,2022-02-01T18:44:31.240Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_1,4,0.703125,0.0833393339312645,2022-02-01T18:44:33.773Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_1,5,0.328125,0.08333,2022-02-01T18:44:36.943Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_1,6,0.775,0.09473863206677277,2022-02-01T18:44:41.632Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_1,7,0.875,0.7195525224557522,2022-02-01T18:44:45.745Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_2,0,0.51875,0.16666000000084047,2022-02-01T18:45:17.790Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_2,1,0.7828125,0.16666,2022-02-01T18:45:20.810Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_2,2,0.2140625,0.8333128498543501,2022-02-01T18:45:23.550Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_2,3,0.0921875,0.16671429243016014,2022-02-01T18:45:25.868Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_2,4,0.35,0.16809718040787622,2022-02-01T18:45:27.679Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_2,5,0.6578125,0.16666,2022-02-01T18:45:29.588Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_2,6,0.146875,0.2350245051693794,2022-02-01T18:45:33.899Z
WATM7jtzVevA9Ek2FCy5rHlQ4y0TyDus,2022-02-01T18:42:26.601Z,2022-02-01T18:53:29.213Z,puppy,On the face of it the study was about mapping the seas of a newly explored planet using sonar from a boat with limited charge. I assume the experiment is actually about how people collect information based off of their findings.,Collect sonar readings,0,rough_2,7,0.265625,0.4144229614731749,2022-02-01T18:45:37.903Z
